date,HD,LOW
2011-11-28,26.452804565429688,17.972814559936523
2011-11-29,27.84657096862793,18.69603157043457
2011-11-30,28.032413482666016,18.472911834716797
2011-12-01,28.118173599243164,18.365198135375977
2011-12-02,28.547021865844727,18.703723907470703
2011-12-05,28.754304885864258,18.734498977661133
2011-12-06,28.81863021850586,19.057649612426758
2011-12-07,29.11167335510254,19.388477325439453
2011-12-08,28.525583267211914,19.142274856567383
2011-12-09,28.754304885864258,19.21152114868164
2011-12-12,28.62564468383789,18.99609375
2011-12-13,28.239683151245117,18.60370445251465
2011-12-14,27.975229263305664,18.834522247314453
2011-12-15,28.17534828186035,18.973007202148438
2011-12-16,28.890100479125977,19.24999237060547
2011-12-19,28.732872009277344,19.0191707611084
2011-12-20,29.983667373657227,19.79625701904297
2011-12-21,30.019399642944336,19.973215103149414
2011-12-22,29.962228775024414,19.588518142700195
2011-12-23,30.083728790283203,19.44233512878418
2011-12-27,30.176660537719727,19.65007209777832
2011-12-28,29.683475494384766,19.280771255493164
2011-12-29,30.02655792236328,19.757783889770508
2011-12-30,30.047998428344727,19.52696418762207
2012-01-03,30.119464874267578,19.634681701660156
2012-01-04,30.548324584960938,20.365598678588867
2012-01-05,30.798484802246094,20.288652420043945
2012-01-06,30.877098083496094,20.265573501586914
2012-01-09,30.8985538482666,20.08092498779297
2012-01-10,31.11297607421875,20.334819793701172
2012-01-11,31.062929153442383,20.411760330200195
2012-01-12,31.012897491455078,20.304040908813477
2012-01-13,31.098676681518555,20.250192642211914
2012-01-17,31.2630615234375,20.619497299194336
2012-01-18,32.077884674072266,21.127286911010742
2012-01-19,32.456695556640625,21.027265548706055
2012-01-20,31.81343650817871,20.411760330200195
2012-01-23,32.077884674072266,20.3653564453125
2012-01-24,32.13506317138672,20.790761947631836
2012-01-25,32.34949493408203,20.81396484375
2012-01-26,32.12792205810547,20.84490394592285
2012-01-27,32.07073211669922,20.81396484375
2012-01-30,31.9992618560791,20.744352340698242
2012-01-31,31.72764015197754,20.752086639404297
2012-02-01,31.784835815429688,20.790761947631836
2012-02-02,31.77769660949707,20.744352340698242
2012-02-03,32.285152435302734,21.03826904296875
2012-02-06,32.30659484863281,20.891311645507812
2012-02-07,32.4924201965332,20.852632522583008
2012-02-08,32.285152435302734,20.790761947631836
2012-02-09,32.35662841796875,20.81396484375
2012-02-10,32.3995246887207,20.953187942504883
2012-02-13,32.82834243774414,21.185230255126953
2012-02-14,32.921287536621094,21.030536651611328
2012-02-15,32.67111587524414,21.216157913208008
2012-02-16,32.82834243774414,21.123340606689453
2012-02-17,33.3858642578125,21.409530639648438
2012-02-21,33.53595733642578,21.47140884399414
2012-02-22,33.28580856323242,20.84490394592285
2012-02-23,33.557403564453125,20.929975509643555
2012-02-24,33.57883834838867,21.007333755493164
2012-02-27,33.54310989379883,21.14655303955078
2012-02-28,33.757537841796875,21.432729721069336
2012-02-29,34.000545501708984,21.95095443725586
2012-03-01,33.92192840576172,21.95095443725586
2012-03-02,33.88618087768555,21.757585525512695
2012-03-05,33.87190246582031,21.842662811279297
2012-03-06,33.36130142211914,21.53328514099121
2012-03-07,34.0804443359375,22.329954147338867
2012-03-08,34.389678955078125,22.708953857421875
2012-03-09,34.591041564941406,23.026071548461914
2012-03-12,34.94342041015625,23.080215454101562
2012-03-13,35.33896255493164,23.381864547729492
2012-03-14,35.5762825012207,23.58297348022461
2012-03-15,35.382102966308594,23.73765754699707
2012-03-16,35.27423858642578,23.52109146118164
2012-03-19,35.11602783203125,23.613903045654297
2012-03-20,35.51154708862305,23.660316467285156
2012-03-21,35.80641555786133,23.869157791137695
2012-03-22,35.72730255126953,23.93876838684082
2012-03-23,35.62662124633789,23.776334762573242
2012-03-26,36.05091094970703,24.116662979125977
2012-03-27,35.9861946105957,24.116662979125977
2012-03-28,35.892696380615234,24.147602081298828
2012-03-29,35.892696380615234,24.139869689941406
2012-03-30,36.18035888671875,24.27134895324707
2012-04-02,35.95024108886719,24.27134895324707
2012-04-03,35.95741653442383,24.031579971313477
2012-04-04,35.84956741333008,24.1862735748291
2012-04-05,36.40330123901367,24.248144149780273
2012-04-09,36.37451934814453,24.047048568725586
2012-04-10,35.497154235839844,23.45920753479004
2012-04-11,35.77763748168945,23.992908477783203
2012-04-12,36.410484313964844,24.364168167114258
2012-04-13,36.64781188964844,24.511127471923828
2012-04-16,37.17277526855469,24.789573669433594
2012-04-17,37.41729736328125,24.81277847290039
2012-04-18,37.25908279418945,24.719968795776367
2012-04-19,37.07929611206055,24.750904083251953
2012-04-20,37.007389068603516,24.480194091796875
2012-04-23,36.748497009277344,24.177200317382812
2012-04-24,36.841983795166016,24.379188537597656
2012-04-25,37.33100128173828,24.651111602783203
2012-04-26,37.302242279052734,24.418045043945312
2012-04-27,37.35977554321289,24.557880401611328
2012-04-30,37.244712829589844,24.44911003112793
2012-05-01,37.62584686279297,24.557880401611328
2012-05-02,37.90631103515625,24.938560485839844
2012-05-03,37.73372268676758,24.59672737121582
2012-05-04,37.36695861816406,24.15389060974121
2012-05-07,36.95704650878906,23.920818328857422
2012-05-08,36.40330123901367,23.827598571777344
2012-05-09,36.036529541015625,23.571212768554688
2012-05-10,36.40330123901367,23.44691276550293
2012-05-11,36.201927185058594,23.011852264404297
2012-05-14,35.87113952636719,22.965232849121094
2012-05-15,35.00096130371094,22.553468704223633
2012-05-16,35.072879791259766,22.77877426147461
2012-05-17,33.81438064575195,22.04071617126465
2012-05-18,33.835933685302734,22.126176834106445
2012-05-21,34.2386589050293,19.888702392578125
2012-05-22,34.70610809326172,19.803237915039062
2012-05-23,35.05130386352539,20.347074508666992
2012-05-24,35.74888229370117,21.054048538208008
2012-05-25,35.55470657348633,21.162813186645508
2012-05-29,36.01043701171875,21.357040405273438
2012-05-30,35.959808349609375,20.96858787536621
2012-05-31,35.69215774536133,20.758827209472656
2012-06-01,34.69386672973633,20.479135513305664
2012-06-04,35.272586822509766,20.712217330932617
2012-06-05,35.38832092285156,20.53353500366211
2012-06-06,36.60362243652344,21.349271774291992
2012-06-07,37.06660079956055,21.51242446899414
2012-06-08,37.86954879760742,21.691112518310547
2012-06-11,37.14616012573242,20.9608211517334
